home_id,sale_contract_date,community_name,sale_type,total_sale_price,sqft
HS-GLN-000073,2024-03-19,Glenview Meadows,spec,541421.0,2392
HS-FVE-000288,2025-06-24,Fairview Estates,model,485897.0,2181
HS-FVE-000331,2025-09-11,Fairview Est.,spec,382278.0,2190
HS-FVE-000118,2024-06-30,Fairview Estates,spec,437125.0,2209
HS-FVE-000340,2025-10-25,Fairview Estates,model,395545.0,1980
HS-FVE-000214,2025-01-29,Fairview Estates,build,504600.0,2405
HS-RIV-000350,2025-10-18,Riverbend Townhomes,spec,377148.0,1654
HS-FVE-000360,2025-11-07,Fairview Estates,spec,368974.0,2516
HS-FVE-000148,2024-08-16,Fairview Estates,build,485436.0,2452
HS-FVE-000015,2023-12-24,Fairview Estates,spec,455452.0,1973
HS-FVE-000258,2025-04-04,Fairview Estates,model,367764.0,2132
HS-CCR-000058,2024-02-10,Cedar Creek,build,349810.0,1916
HS-RIV-000101,2024-5-3,Riverbend Townhomes,build,326498.0,1762
HS-FVE-000246,2025-03-26,Fairview Estates,spec,497426.0,2085
HS-GLN-000110,2024-05-19,Glenview Meadows,build,508320.0,3026
HS-FVE-000228,2025-02-03,Fairview Estates,spec,447601.0,2074
HS-RIV-000068,2024-03-05,Riverbend Townhomes,build,357033.0,1677
HS-FVE-000200,2024-12-03,Fairview Estates,spec,533908.0,2037
HS-FVE-000196,2024-12-12,Fairview Estates,build,437017.0,2547
HS-RIV-000312,2025-07-22,Riverbend Townhomes,build,340784.0,1206
HS-RIV-000152,08/12/2024,Riverbend Townhomes,build,354430.0,1690
HS-RIV-000121,2024-06-11,Riverbend Townhomes,spec,336162.0,1478
HS-GLN-000240,2025-02-22,Glenview Meadows,build,551493.0,3134
HS-FVE-000178,2024-11-27,Fairview Estates,spec,440241.0,2446
HS-RIV-000085,2024-04-12,Riverbend Townhomes,build,365730.0,1621
HS-FVE-000097,2024-05-05,Fairview Estates,build,458010.0,2167
HS-GLN-000388,2025-12-16,Glenview Meadows,spec,557149.0,3217
HS-CCR-000060,2024-02-20,Cedar Creek,spec,355552.0,2106
HS-RIV-000174,2024-10-09,Riverbend Townhomes,spec,346331.0,1633
HS-GLN-000242,2025-02-13,Glenview Meadows,spec,491734.0,2923
HS-FVE-000277,2025-05-15,Fairview Estates,build,390344.0,1662
